# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 21 09:12:17 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_eqt,pl_rade
Kepler-1468,b,Kepler-1468 b,Transit,,1.730
Kepler-1468,c,Kepler-1468 c,Transit,,1.150
Kepler-1469,b,Kepler-1469 b,Transit,,2.800
Kepler-147,b,Kepler-147 b,Transit,,1.530
Kepler-147,c,Kepler-147 c,Transit,,2.430
Kepler-1470,b,Kepler-1470 b,Transit,,1.070
Kepler-1471,b,Kepler-1471 b,Transit,,1.410
Kepler-1472,b,Kepler-1472 b,Transit,,1.900
Kepler-1473,b,Kepler-1473 b,Transit,,1.190
Kepler-1474,b,Kepler-1474 b,Transit,,2.160
Kepler-1475,b,Kepler-1475 b,Transit,,2.920
Kepler-1476,b,Kepler-1476 b,Transit,,1.670
Kepler-1477,b,Kepler-1477 b,Transit,,1.180
Kepler-1478,b,Kepler-1478 b,Transit,,1.730
Kepler-1479,b,Kepler-1479 b,Transit,,1.830
Kepler-148,b,Kepler-148 b,Transit,,1.800
Kepler-148,c,Kepler-148 c,Transit,,3.600
Kepler-148,d,Kepler-148 d,Transit,,8.680
Kepler-1480,b,Kepler-1480 b,Transit,,1.670
Kepler-1481,b,Kepler-1481 b,Transit,,1.230
Kepler-1482,b,Kepler-1482 b,Transit,,1.010
Kepler-1483,b,Kepler-1483 b,Transit,,1.520
Kepler-1484,b,Kepler-1484 b,Transit,,2.110
Kepler-1485,b,Kepler-1485 b,Transit,,1.470
Kepler-1486,b,Kepler-1486 b,Transit,,2.320
Kepler-1487,b,Kepler-1487 b,Transit,,2.130
Kepler-1488,b,Kepler-1488 b,Transit,,1.860
Kepler-1489,b,Kepler-1489 b,Transit,,1.770
Kepler-149,b,Kepler-149 b,Transit,,4.210
Kepler-149,c,Kepler-149 c,Transit,,1.610
Kepler-149,d,Kepler-149 d,Transit,,3.960
Kepler-1490,b,Kepler-1490 b,Transit,,3.040
Kepler-1491,b,Kepler-1491 b,Transit,,1.510
Kepler-1492,b,Kepler-1492 b,Transit,,1.490
Kepler-1493,b,Kepler-1493 b,Transit,,1.410
Kepler-1494,b,Kepler-1494 b,Transit,,3.070
Kepler-1495,b,Kepler-1495 b,Transit,,2.940
Kepler-1496,b,Kepler-1496 b,Transit,,2.220
Kepler-1497,b,Kepler-1497 b,Transit,,1.660
Kepler-1498,b,Kepler-1498 b,Transit,,1.330
Kepler-1499,b,Kepler-1499 b,Transit,,1.190
Kepler-15,b,Kepler-15 b,Transit,,10.760
Kepler-150,b,Kepler-150 b,Transit,,1.250
Kepler-150,c,Kepler-150 c,Transit,,3.690
Kepler-150,d,Kepler-150 d,Transit,,2.790
Kepler-150,e,Kepler-150 e,Transit,,3.120
Kepler-150,f,Kepler-150 f,Transit,,3.640
Kepler-1500,b,Kepler-1500 b,Transit,,1.200
Kepler-1501,b,Kepler-1501 b,Transit,,1.560
Kepler-1502,b,Kepler-1502 b,Transit,,3.180
Kepler-1503,b,Kepler-1503 b,Transit,,2.270
Kepler-1504,b,Kepler-1504 b,Transit,,2.130
Kepler-1505,b,Kepler-1505 b,Transit,,0.930
Kepler-1506,b,Kepler-1506 b,Transit,,1.320
Kepler-1507,b,Kepler-1507 b,Transit,,0.840
Kepler-1508,b,Kepler-1508 b,Transit,,1.330
Kepler-1509,b,Kepler-1509 b,Transit,,1.850
Kepler-151,b,Kepler-151 b,Transit,,3.060
Kepler-151,c,Kepler-151 c,Transit,,2.090
Kepler-1510,b,Kepler-1510 b,Transit,,3.360
Kepler-1511,b,Kepler-1511 b,Transit,,1.680
Kepler-1512,b,Kepler-1512 b,Transit,,1.180
Kepler-1513,b,Kepler-1513 b,Transit,,8.460
Kepler-1514,b,Kepler-1514 b,Transit,,11.820
Kepler-1515,b,Kepler-1515 b,Transit,,9.550
Kepler-1516,b,Kepler-1516 b,Transit,,1.750
Kepler-1517,b,Kepler-1517 b,Transit,,9.760
Kepler-1518,b,Kepler-1518 b,Transit,,3.050
Kepler-1519,b,Kepler-1519 b,Transit,,7.060
Kepler-152,b,Kepler-152 b,Transit,,2.790
Kepler-152,c,Kepler-152 c,Transit,,2.390
Kepler-1520,b,Kepler-1520 b,Transit,,5.770
Kepler-1521,b,Kepler-1521 b,Transit,,2.500
Kepler-1522,b,Kepler-1522 b,Transit,,1.730
Kepler-1523,b,Kepler-1523 b,Transit,,1.580
Kepler-1524,b,Kepler-1524 b,Transit,,3.540
Kepler-1525,b,Kepler-1525 b,Transit,,0.910
Kepler-1526,b,Kepler-1526 b,Transit,,2.430
Kepler-1527,b,Kepler-1527 b,Transit,,4.770
Kepler-1528,b,Kepler-1528 b,Transit,,1.460
Kepler-1529,b,Kepler-1529 b,Transit,,2.100
Kepler-153,b,Kepler-153 b,Transit,,2.920
Kepler-153,c,Kepler-153 c,Transit,,2.530
Kepler-1530,b,Kepler-1530 b,Transit,,1.640
Kepler-1530,c,Kepler-1530 c,Transit,,1.650
Kepler-1531,b,Kepler-1531 b,Transit,,1.110
Kepler-1532,b,Kepler-1532 b,Transit,,1.350
Kepler-1533,b,Kepler-1533 b,Transit,,3.460
Kepler-1534,b,Kepler-1534 b,Transit,,1.890
Kepler-1535,b,Kepler-1535 b,Transit,,2.550
Kepler-1536,b,Kepler-1536 b,Transit,,3.140
Kepler-1537,b,Kepler-1537 b,Transit,,1.180
Kepler-1538,b,Kepler-1538 b,Transit,,2.820
Kepler-1539,b,Kepler-1539 b,Transit,,2.700
Kepler-154,b,Kepler-154 b,Transit,,2.260
Kepler-154,c,Kepler-154 c,Transit,,2.950
Kepler-154,d,Kepler-154 d,Transit,,3.840
Kepler-154,e,Kepler-154 e,Transit,,1.500
Kepler-154,f,Kepler-154 f,Transit,,1.500
Kepler-1540,b,Kepler-1540 b,Transit,,2.490
Kepler-1541,b,Kepler-1541 b,Transit,,1.160
Kepler-1542,b,Kepler-1542 b,Transit,,0.760
Kepler-1542,c,Kepler-1542 c,Transit,,0.650
Kepler-1542,d,Kepler-1542 d,Transit,,0.870
Kepler-1542,e,Kepler-1542 e,Transit,,0.760
Kepler-1543,b,Kepler-1543 b,Transit,,2.710
Kepler-1544,b,Kepler-1544 b,Transit,,1.780
Kepler-1545,b,Kepler-1545 b,Transit,,2.700
Kepler-1546,b,Kepler-1546 b,Transit,,3.130
Kepler-1547,b,Kepler-1547 b,Transit,,0.900
Kepler-1548,b,Kepler-1548 b,Transit,,2.640
Kepler-1549,b,Kepler-1549 b,Transit,,2.570
Kepler-155,b,Kepler-155 b,Transit,,2.090
Kepler-155,c,Kepler-155 c,Transit,,2.240
Kepler-1550,b,Kepler-1550 b,Transit,,3.020
Kepler-1551,b,Kepler-1551 b,Transit,,2.660
Kepler-1552,b,Kepler-1552 b,Transit,,2.470
Kepler-1553,b,Kepler-1553 b,Transit,,1.150
Kepler-1554,b,Kepler-1554 b,Transit,,2.900
Kepler-1555,b,Kepler-1555 b,Transit,,1.610
Kepler-1556,b,Kepler-1556 b,Transit,,1.960
Kepler-1557,b,Kepler-1557 b,Transit,,1.530
Kepler-1558,b,Kepler-1558 b,Transit,,0.680
Kepler-1559,b,Kepler-1559 b,Transit,,0.720
Kepler-156,b,Kepler-156 b,Transit,,2.300
Kepler-156,c,Kepler-156 c,Transit,,2.550
Kepler-1560,b,Kepler-1560 b,Transit,,0.890
Kepler-1561,b,Kepler-1561 b,Transit,,1.090
Kepler-1562,b,Kepler-1562 b,Transit,,3.550
Kepler-1563,b,Kepler-1563 b,Transit,,0.750
Kepler-1564,b,Kepler-1564 b,Transit,,1.470
Kepler-1565,b,Kepler-1565 b,Transit,,1.190
Kepler-1566,b,Kepler-1566 b,Transit,,0.790
Kepler-1567,b,Kepler-1567 b,Transit,,2.730
Kepler-1568,b,Kepler-1568 b,Transit,,1.300
Kepler-1569,b,Kepler-1569 b,Transit,,1.680
Kepler-157,b,Kepler-157 b,Transit,,1.320
Kepler-157,c,Kepler-157 c,Transit,,2.240
Kepler-157,d,Kepler-157 d,Transit,,1.460
Kepler-1570,b,Kepler-1570 b,Transit,,1.070
Kepler-1571,b,Kepler-1571 b,Transit,,1.520
Kepler-1572,b,Kepler-1572 b,Transit,,0.940
Kepler-1573,b,Kepler-1573 b,Transit,,1.200
Kepler-1574,b,Kepler-1574 b,Transit,,1.290
Kepler-1575,b,Kepler-1575 b,Transit,,1.310
Kepler-1576,b,Kepler-1576 b,Transit,,1.040
Kepler-1577,b,Kepler-1577 b,Transit,,1.130
Kepler-1578,b,Kepler-1578 b,Transit,,1.040
Kepler-1579,b,Kepler-1579 b,Transit,,0.840
Kepler-158,b,Kepler-158 b,Transit,,2.120
Kepler-158,c,Kepler-158 c,Transit,,1.900
Kepler-1580,b,Kepler-1580 b,Transit,,2.110
Kepler-1581,b,Kepler-1581 b,Transit,,0.800
Kepler-1582,b,Kepler-1582 b,Transit,,1.490
Kepler-1583,b,Kepler-1583 b,Transit,,0.600
Kepler-1584,b,Kepler-1584 b,Transit,,1.610
Kepler-1585,b,Kepler-1585 b,Transit,,1.790
Kepler-1586,b,Kepler-1586 b,Transit,,1.520
Kepler-1587,b,Kepler-1587 b,Transit,,1.330
Kepler-1588,b,Kepler-1588 b,Transit,,0.760
Kepler-1589,b,Kepler-1589 b,Transit,,1.090
Kepler-159,b,Kepler-159 b,Transit,,2.380
Kepler-159,c,Kepler-159 c,Transit,,3.410
Kepler-1590,b,Kepler-1590 b,Transit,,1.140
Kepler-1591,b,Kepler-1591 b,Transit,,1.270
Kepler-1592,b,Kepler-1592 b,Transit,,1.540
Kepler-1593,b,Kepler-1593 b,Transit,,3.170
Kepler-1594,b,Kepler-1594 b,Transit,,1.060
Kepler-1595,b,Kepler-1595 b,Transit,,1.230
Kepler-1596,b,Kepler-1596 b,Transit,,1.900
Kepler-1597,b,Kepler-1597 b,Transit,,1.060
Kepler-1598,b,Kepler-1598 b,Transit,,0.950
Kepler-1599,b,Kepler-1599 b,Transit,,1.620
Kepler-16,b,Kepler-16 b,Transit,,8.449
Kepler-160,b,Kepler-160 b,Transit,,1.540
Kepler-160,c,Kepler-160 c,Transit,,3.610
Kepler-1600,b,Kepler-1600 b,Transit,,3.130
Kepler-1601,b,Kepler-1601 b,Transit,,0.820
Kepler-1602,b,Kepler-1602 b,Transit,,1.340
Kepler-1603,b,Kepler-1603 b,Transit,,1.290
Kepler-1604,b,Kepler-1604 b,Transit,,1.410
Kepler-1605,b,Kepler-1605 b,Transit,,1.080
Kepler-1606,b,Kepler-1606 b,Transit,,2.070
Kepler-1607,b,Kepler-1607 b,Transit,,0.920
Kepler-1608,b,Kepler-1608 b,Transit,,1.730
Kepler-1609,b,Kepler-1609 b,Transit,,2.220
Kepler-161,b,Kepler-161 b,Transit,,2.120
Kepler-161,c,Kepler-161 c,Transit,,2.050
Kepler-1610,b,Kepler-1610 b,Transit,,1.610
Kepler-1611,b,Kepler-1611 b,Transit,,0.810
Kepler-1612,b,Kepler-1612 b,Transit,,1.030
Kepler-1613,b,Kepler-1613 b,Transit,,2.080
Kepler-1614,b,Kepler-1614 b,Transit,,1.490
Kepler-1615,b,Kepler-1615 b,Transit,,2.060
Kepler-1616,b,Kepler-1616 b,Transit,,1.020
Kepler-1617,b,Kepler-1617 b,Transit,,1.200
Kepler-1618,b,Kepler-1618 b,Transit,,1.260
Kepler-1619,b,Kepler-1619 b,Transit,,0.760
Kepler-162,b,Kepler-162 b,Transit,,1.260
Kepler-162,c,Kepler-162 c,Transit,,3.030
Kepler-1620,b,Kepler-1620 b,Transit,,1.610
Kepler-1621,b,Kepler-1621 b,Transit,,2.160
Kepler-1622,b,Kepler-1622 b,Transit,,1.470
Kepler-1623,b,Kepler-1623 b,Transit,,1.310
Kepler-1624,b,Kepler-1624 b,Transit,,5.700
Kepler-1625,b,Kepler-1625 b,Transit,,6.060
Kepler-1626,b,Kepler-1626 b,Transit,,2.020
Kepler-1627,b,Kepler-1627 b,Transit,,3.690
Kepler-1628,b,Kepler-1628 b,Transit,,6.430
Kepler-1629,b,Kepler-1629 b,Transit,,0.770
Kepler-163,b,Kepler-163 b,Transit,,1.050
Kepler-163,c,Kepler-163 c,Transit,,2.260
Kepler-1630,b,Kepler-1630 b,Transit,,2.190
Kepler-1631,b,Kepler-1631 b,Transit,,1.350
Kepler-1632,b,Kepler-1632 b,Transit,,2.470
Kepler-1633,b,Kepler-1633 b,Transit,,1.580
Kepler-1634,b,Kepler-1634 b,Transit,,3.190
Kepler-1635,b,Kepler-1635 b,Transit,,3.640
Kepler-1636,b,Kepler-1636 b,Transit,,3.230
Kepler-1637,b,Kepler-1637 b,Transit,,0.890
Kepler-1638,b,Kepler-1638 b,Transit,,1.870
Kepler-1639,b,Kepler-1639 b,Transit,,2.580
Kepler-164,b,Kepler-164 b,Transit,,1.410
Kepler-164,c,Kepler-164 c,Transit,,2.730
Kepler-164,d,Kepler-164 d,Transit,,2.450
Kepler-1640,b,Kepler-1640 b,Transit,,4.820
Kepler-1641,b,Kepler-1641 b,Transit,,3.110
Kepler-1641,c,Kepler-1641 c,Transit,,2.950
Kepler-1642,b,Kepler-1642 b,Transit,,3.200
Kepler-1642,c,Kepler-1642 c,Transit,,2.660
Kepler-1643,b,Kepler-1643 b,Transit,,2.300
Kepler-1644,b,Kepler-1644 b,Transit,,1.880
Kepler-1645,b,Kepler-1645 b,Transit,,1.780
Kepler-1646,b,Kepler-1646 b,Transit,,1.230
Kepler-1647,b,Kepler-1647 b,Transit,,11.874
Kepler-1649,b,Kepler-1649 b,Transit,307,1.017
Kepler-1649,c,Kepler-1649 c,Transit,234,1.060
Kepler-165,b,Kepler-165 b,Transit,,2.320
Kepler-165,c,Kepler-165 c,Transit,,2.230
Kepler-1650,b,Kepler-1650 b,Transit,,0.960
Kepler-1651,b,Kepler-1651 b,Transit,,1.840
Kepler-1652,b,Kepler-1652 b,Transit,268,1.600
Kepler-1653,b,Kepler-1653 b,Transit,284,2.170
Kepler-1654,b,Kepler-1654 b,Transit,206,9.180
Kepler-1655,b,Kepler-1655 b,Transit,,2.213
Kepler-1656,b,Kepler-1656 b,Transit,651,5.020
Kepler-1658,b,Kepler-1658 b,Transit,,11.994
Kepler-166,b,Kepler-166 b,Transit,,2.270
Kepler-166,c,Kepler-166 c,Transit,,2.380
Kepler-166,d,Kepler-166 d,Transit,,1.730
Kepler-1661,b,Kepler-1661 b,Transit,243,3.870
Kepler-167,b,Kepler-167 b,Transit,914,1.615
Kepler-167,c,Kepler-167 c,Transit,768,1.548
Kepler-167,d,Kepler-167 d,Transit,536,1.194
Kepler-167,e,Kepler-167 e,Transit,131,10.150
Kepler-168,b,Kepler-168 b,Transit,,1.460
Kepler-168,c,Kepler-168 c,Transit,,2.690
Kepler-169,b,Kepler-169 b,Transit,,1.130
Kepler-169,c,Kepler-169 c,Transit,,1.210
Kepler-169,d,Kepler-169 d,Transit,,1.250
Kepler-169,e,Kepler-169 e,Transit,,2.200
Kepler-169,f,Kepler-169 f,Transit,,2.580
Kepler-17,b,Kepler-17 b,Transit,1570,14.680
Kepler-170,b,Kepler-170 b,Transit,,3.200
Kepler-170,c,Kepler-170 c,Transit,,2.860
Kepler-171,b,Kepler-171 b,Transit,,2.340
Kepler-171,c,Kepler-171 c,Transit,,2.560
Kepler-171,d,Kepler-171 d,Transit,,1.890
Kepler-172,b,Kepler-172 b,Transit,,2.350
Kepler-172,c,Kepler-172 c,Transit,,2.860
Kepler-172,d,Kepler-172 d,Transit,,2.250
Kepler-172,e,Kepler-172 e,Transit,,2.760
Kepler-173,b,Kepler-173 b,Transit,,1.290
Kepler-173,c,Kepler-173 c,Transit,,2.430
Kepler-174,b,Kepler-174 b,Transit,,1.960
Kepler-174,c,Kepler-174 c,Transit,,1.490
Kepler-174,d,Kepler-174 d,Transit,,2.190
Kepler-175,b,Kepler-175 b,Transit,,2.560
Kepler-175,c,Kepler-175 c,Transit,,3.100
Kepler-176,b,Kepler-176 b,Transit,,1.430
Kepler-176,c,Kepler-176 c,Transit,,2.600
Kepler-176,d,Kepler-176 d,Transit,,2.510
Kepler-176,e,Kepler-176 e,Transit,,1.450
Kepler-177,b,Kepler-177 b,Transit,,3.500
Kepler-177,c,Kepler-177 c,Transit,,8.730
Kepler-178,b,Kepler-178 b,Transit,,2.900
Kepler-178,c,Kepler-178 c,Transit,,2.880
Kepler-178,d,Kepler-178 d,Transit,,3.950
Kepler-179,b,Kepler-179 b,Transit,,1.640
Kepler-179,c,Kepler-179 c,Transit,,2.000
Kepler-18,b,Kepler-18 b,Transit,,2.000
Kepler-18,c,Kepler-18 c,Transit,,5.490
Kepler-18,d,Kepler-18 d,Transit,,6.980
Kepler-180,b,Kepler-180 b,Transit,,1.500
Kepler-180,c,Kepler-180 c,Transit,,3.010
Kepler-181,b,Kepler-181 b,Transit,,1.270
Kepler-181,c,Kepler-181 c,Transit,,1.990
Kepler-182,b,Kepler-182 b,Transit,,2.580
Kepler-182,c,Kepler-182 c,Transit,,3.430
Kepler-183,b,Kepler-183 b,Transit,,2.060
Kepler-183,c,Kepler-183 c,Transit,,2.270
Kepler-184,b,Kepler-184 b,Transit,,2.360
Kepler-184,c,Kepler-184 c,Transit,,1.970
Kepler-184,d,Kepler-184 d,Transit,,2.490
Kepler-185,b,Kepler-185 b,Transit,,1.170
Kepler-185,c,Kepler-185 c,Transit,,2.020
Kepler-186,b,Kepler-186 b,Transit,,1.070
Kepler-186,c,Kepler-186 c,Transit,,1.250
Kepler-186,d,Kepler-186 d,Transit,,1.400
Kepler-186,e,Kepler-186 e,Transit,,1.270
Kepler-186,f,Kepler-186 f,Transit,,1.170
Kepler-187,b,Kepler-187 b,Transit,,1.410
Kepler-187,c,Kepler-187 c,Transit,,2.670
Kepler-188,b,Kepler-188 b,Transit,,1.680
Kepler-188,c,Kepler-188 c,Transit,,3.190
Kepler-189,b,Kepler-189 b,Transit,,1.210
Kepler-189,c,Kepler-189 c,Transit,,2.380
Kepler-19,b,Kepler-19 b,Transit,,
Kepler-19,c,Kepler-19 c,Transit Timing Variations,,
Kepler-19,d,Kepler-19 d,Radial Velocity,,
Kepler-190,b,Kepler-190 b,Transit,,1.560
Kepler-190,c,Kepler-190 c,Transit,,1.460
Kepler-191,b,Kepler-191 b,Transit,,1.340
Kepler-191,c,Kepler-191 c,Transit,,1.860
Kepler-191,d,Kepler-191 d,Transit,,2.280
Kepler-192,b,Kepler-192 b,Transit,,2.740
Kepler-192,c,Kepler-192 c,Transit,,2.790
Kepler-192,d,Kepler-192 d,Transit,,1.020
Kepler-193,b,Kepler-193 b,Transit,,2.390
Kepler-193,c,Kepler-193 c,Transit,,2.750
Kepler-194,b,Kepler-194 b,Transit,,1.510
Kepler-194,c,Kepler-194 c,Transit,,2.590
Kepler-194,d,Kepler-194 d,Transit,,2.400
Kepler-195,b,Kepler-195 b,Transit,,2.030
Kepler-195,c,Kepler-195 c,Transit,,1.550
Kepler-196,b,Kepler-196 b,Transit,,1.900
Kepler-196,c,Kepler-196 c,Transit,,2.240
Kepler-197,b,Kepler-197 b,Transit,,1.020
Kepler-197,c,Kepler-197 c,Transit,,1.230
Kepler-197,d,Kepler-197 d,Transit,,1.220
Kepler-197,e,Kepler-197 e,Transit,,0.910
Kepler-198,b,Kepler-198 b,Transit,,2.820
Kepler-198,c,Kepler-198 c,Transit,,2.470
Kepler-198,d,Kepler-198 d,Transit,,1.530
Kepler-199,b,Kepler-199 b,Transit,,3.110
Kepler-199,c,Kepler-199 c,Transit,,3.250
Kepler-20,b,Kepler-20 b,Transit,1105,1.868
Kepler-20,c,Kepler-20 c,Transit,772,3.047
Kepler-20,d,Kepler-20 d,Transit,401,2.744
Kepler-20,e,Kepler-20 e,Transit,,0.865
Kepler-20,f,Kepler-20 f,Transit,,1.003
Kepler-20,g,Kepler-20 g,Radial Velocity,524,
Kepler-200,b,Kepler-200 b,Transit,,2.130
Kepler-200,c,Kepler-200 c,Transit,,1.590
Kepler-201,b,Kepler-201 b,Transit,,2.460
Kepler-201,c,Kepler-201 c,Transit,,2.850
Kepler-202,b,Kepler-202 b,Transit,,1.630
Kepler-202,c,Kepler-202 c,Transit,,1.850
Kepler-203,b,Kepler-203 b,Transit,,2.570
Kepler-203,c,Kepler-203 c,Transit,,2.470
Kepler-203,d,Kepler-203 d,Transit,,1.440
Kepler-204,b,Kepler-204 b,Transit,,2.530
Kepler-204,c,Kepler-204 c,Transit,,1.790
Kepler-205,b,Kepler-205 b,Transit,,1.510
Kepler-205,c,Kepler-205 c,Transit,,1.640
Kepler-206,b,Kepler-206 b,Transit,,1.200
Kepler-206,c,Kepler-206 c,Transit,,1.770
Kepler-206,d,Kepler-206 d,Transit,,1.190
Kepler-207,b,Kepler-207 b,Transit,,1.570
Kepler-207,c,Kepler-207 c,Transit,,1.500
Kepler-207,d,Kepler-207 d,Transit,,3.310
Kepler-208,b,Kepler-208 b,Transit,,1.630
Kepler-208,c,Kepler-208 c,Transit,,1.390
Kepler-208,d,Kepler-208 d,Transit,,1.200
Kepler-208,e,Kepler-208 e,Transit,,1.480
Kepler-209,b,Kepler-209 b,Transit,,2.260
Kepler-209,c,Kepler-209 c,Transit,,3.100
Kepler-21,b,Kepler-21 b,Transit,2025,1.639
Kepler-210,b,Kepler-210 b,Transit,,2.940
Kepler-210,c,Kepler-210 c,Transit,,3.620
Kepler-211,b,Kepler-211 b,Transit,,1.260
Kepler-211,c,Kepler-211 c,Transit,,1.290
Kepler-212,b,Kepler-212 b,Transit,,1.090
Kepler-212,c,Kepler-212 c,Transit,,2.740
Kepler-213,b,Kepler-213 b,Transit,,1.620
Kepler-213,c,Kepler-213 c,Transit,,2.340
Kepler-214,b,Kepler-214 b,Transit,,2.610
Kepler-214,c,Kepler-214 c,Transit,,2.130
Kepler-215,b,Kepler-215 b,Transit,,1.620
Kepler-215,c,Kepler-215 c,Transit,,1.770
Kepler-215,d,Kepler-215 d,Transit,,2.390
Kepler-215,e,Kepler-215 e,Transit,,1.750
Kepler-216,b,Kepler-216 b,Transit,,2.350
Kepler-216,c,Kepler-216 c,Transit,,3.040
Kepler-217,b,Kepler-217 b,Transit,,2.230
Kepler-217,c,Kepler-217 c,Transit,,1.850
Kepler-217,d,Kepler-217 d,Transit,,1.320
Kepler-218,b,Kepler-218 b,Transit,,1.480
Kepler-218,c,Kepler-218 c,Transit,,3.140
Kepler-218,d,Kepler-218 d,Transit,,2.660
Kepler-219,b,Kepler-219 b,Transit,,2.950
Kepler-219,c,Kepler-219 c,Transit,,3.580
Kepler-219,d,Kepler-219 d,Transit,,2.810
Kepler-22,b,Kepler-22 b,Transit,262,2.380
Kepler-220,b,Kepler-220 b,Transit,,0.810
Kepler-220,c,Kepler-220 c,Transit,,1.570
Kepler-220,d,Kepler-220 d,Transit,,0.980
Kepler-220,e,Kepler-220 e,Transit,,1.330
Kepler-221,b,Kepler-221 b,Transit,,1.710
Kepler-221,c,Kepler-221 c,Transit,,2.930
Kepler-221,d,Kepler-221 d,Transit,,2.730
Kepler-221,e,Kepler-221 e,Transit,,2.630
Kepler-222,b,Kepler-222 b,Transit,,3.160
Kepler-222,c,Kepler-222 c,Transit,,4.640
Kepler-222,d,Kepler-222 d,Transit,,3.690
Kepler-223,b,Kepler-223 b,Transit,,2.990
Kepler-223,c,Kepler-223 c,Transit,,3.440
Kepler-223,d,Kepler-223 d,Transit,,5.240
Kepler-223,e,Kepler-223 e,Transit,,4.600
Kepler-224,b,Kepler-224 b,Transit,,1.390
Kepler-224,c,Kepler-224 c,Transit,,3.120
Kepler-224,d,Kepler-224 d,Transit,,2.300
Kepler-224,e,Kepler-224 e,Transit,,1.970
Kepler-225,b,Kepler-225 b,Transit,,1.200
Kepler-225,c,Kepler-225 c,Transit,,1.840
Kepler-226,b,Kepler-226 b,Transit,,1.550
Kepler-226,c,Kepler-226 c,Transit,,2.270
Kepler-226,d,Kepler-226 d,Transit,,1.220
Kepler-227,b,Kepler-227 b,Transit,,3.110
Kepler-227,c,Kepler-227 c,Transit,,3.040
Kepler-228,b,Kepler-228 b,Transit,,1.530
Kepler-228,c,Kepler-228 c,Transit,,2.700
Kepler-228,d,Kepler-228 d,Transit,,4.040
Kepler-229,b,Kepler-229 b,Transit,,2.200
Kepler-229,c,Kepler-229 c,Transit,,4.920
Kepler-229,d,Kepler-229 d,Transit,,3.850
Kepler-23,b,Kepler-23 b,Transit,,1.900
Kepler-23,c,Kepler-23 c,Transit,,3.200
Kepler-23,d,Kepler-23 d,Transit,,2.200
Kepler-230,b,Kepler-230 b,Transit,,4.260
Kepler-230,c,Kepler-230 c,Transit,,2.040
Kepler-231,b,Kepler-231 b,Transit,,1.730
Kepler-231,c,Kepler-231 c,Transit,,1.930
Kepler-232,b,Kepler-232 b,Transit,,3.080
Kepler-232,c,Kepler-232 c,Transit,,3.830
Kepler-233,b,Kepler-233 b,Transit,,2.430
Kepler-233,c,Kepler-233 c,Transit,,2.710
Kepler-234,b,Kepler-234 b,Transit,,3.700
Kepler-234,c,Kepler-234 c,Transit,,3.510
Kepler-235,b,Kepler-235 b,Transit,,2.230
Kepler-235,c,Kepler-235 c,Transit,,1.280
Kepler-235,d,Kepler-235 d,Transit,,2.050
Kepler-235,e,Kepler-235 e,Transit,,2.220
Kepler-236,b,Kepler-236 b,Transit,,1.570
Kepler-236,c,Kepler-236 c,Transit,,2.000
Kepler-237,b,Kepler-237 b,Transit,,1.410
Kepler-237,c,Kepler-237 c,Transit,,2.080
Kepler-238,b,Kepler-238 b,Transit,,1.730
Kepler-238,c,Kepler-238 c,Transit,,2.390
Kepler-238,d,Kepler-238 d,Transit,,3.070
Kepler-238,e,Kepler-238 e,Transit,,5.600
Kepler-238,f,Kepler-238 f,Transit,,2.000
Kepler-239,b,Kepler-239 b,Transit,,2.330
Kepler-239,c,Kepler-239 c,Transit,,2.510
Kepler-24,b,Kepler-24 b,Transit,,2.400
Kepler-24,c,Kepler-24 c,Transit,,2.800
Kepler-24,d,Kepler-24 d,Transit,,1.670
Kepler-24,e,Kepler-24 e,Transit,,2.780
Kepler-240,b,Kepler-240 b,Transit,,1.370
Kepler-240,c,Kepler-240 c,Transit,,2.200
Kepler-241,b,Kepler-241 b,Transit,,2.330
Kepler-241,c,Kepler-241 c,Transit,,2.570
Kepler-242,b,Kepler-242 b,Transit,,2.610
Kepler-242,c,Kepler-242 c,Transit,,2.000
Kepler-243,b,Kepler-243 b,Transit,,2.450
Kepler-243,c,Kepler-243 c,Transit,,1.990
Kepler-244,b,Kepler-244 b,Transit,,2.760
Kepler-244,c,Kepler-244 c,Transit,,2.050
Kepler-244,d,Kepler-244 d,Transit,,2.310
Kepler-245,b,Kepler-245 b,Transit,,2.570
Kepler-245,c,Kepler-245 c,Transit,,2.180
Kepler-245,d,Kepler-245 d,Transit,,3.030
Kepler-245,e,Kepler-245 e,Transit,,1.750
Kepler-246,b,Kepler-246 b,Transit,,2.340
Kepler-246,c,Kepler-246 c,Transit,,1.500
Kepler-247,b,Kepler-247 b,Transit,,1.640
Kepler-247,c,Kepler-247 c,Transit,,4.090
Kepler-247,d,Kepler-247 d,Transit,,3.940
Kepler-248,b,Kepler-248 b,Transit,,3.020
Kepler-248,c,Kepler-248 c,Transit,,4.070
Kepler-249,b,Kepler-249 b,Transit,,1.090
Kepler-249,c,Kepler-249 c,Transit,,1.510
Kepler-249,d,Kepler-249 d,Transit,,1.570
